txId,class
244363188,unknown
244684501,2
244315302,2
245408442,unknown
244732252,unknown
245424808,2
246121163,unknown
244714442,unknown
244714443,unknown
245339044,unknown
250227813,unknown
246114519,2
246146258,unknown
244377809,unknown
246049039,unknown
245772342,unknown
225784520,unknown
246384778,2
179521085,unknown
246147973,unknown
81568375,unknown
245347258,unknown
245724987,unknown
244364008,2
244364018,unknown
244793878,unknown
244793883,unknown
245484434,unknown
245143098,unknown
245143093,unknown
246058720,unknown
246058956,unknown
245170632,2
245227132,2
246037312,unknown
244702009,2
245441228,unknown
245417415,2
249119629,2
246378457,2
245741529,unknown
245743693,unknown
25546648,unknown
244691736,2
245439837,2
245421370,unknown
246148968,unknown
250229036,unknown
250229047,unknown
245296001,unknown
246071269,2
246096010,unknown
246096058,unknown
244688137,unknown
153190972,unknown
244324751,unknown
245747964,unknown
55622019,unknown
245249430,2
245503991,unknown
244369941,unknown
244770315,unknown
203606400,unknown
244359446,unknown
246039650,unknown
245826559,2
52270540,unknown
245922235,2
245424517,2
244716160,unknown
245481526,unknown
245152057,unknown
245780091,unknown
245780100,unknown
245830454,2
8821341,unknown
245804017,2
245157005,unknown
245157009,unknown
245792423,2
245423749,2
38159713,unknown
229022191,unknown
110778787,unknown
245369492,2
245391788,unknown
246075427,unknown
63866731,unknown
245148402,unknown
245407701,unknown
168628008,unknown
38673925,unknown
244792576,unknown
245239163,2
245196000,unknown
246359477,unknown
246061050,unknown
246061053,unknown
244677464,unknown
245198202,unknown
245408544,unknown
245410508,unknown
246045499,unknown
246045827,unknown
245411336,2
245411333,2
244792188,unknown
244792196,unknown
192335458,unknown
245773658,unknown
245771228,unknown
245771232,unknown
245739996,unknown
100058829,unknown
245199347,unknown
246142183,unknown
244380374,unknown
245780758,unknown
245780763,unknown
95969971,unknown
246142956,2
244314163,unknown
244314450,unknown
244792214,unknown
213480554,unknown
245721959,unknown
246052277,unknown
245265354,unknown
245503083,2
246061870,unknown
246061894,unknown
53685586,unknown
246037939,unknown
244302451,unknown
244302713,unknown
246107586,2
246139640,unknown
246377385,unknown
245722724,unknown
245391820,unknown
245763370,unknown
245763380,unknown
245775400,unknown
244691463,2
244804328,2
246062971,unknown
24851221,unknown
245288922,unknown
250227598,unknown
244716151,unknown
54828941,unknown
246060886,unknown
245529145,unknown
245153061,unknown
244661053,unknown
207539690,unknown
245265961,unknown
246171216,unknown
246146590,unknown
246146925,unknown
172425882,unknown
70640261,unknown
245158489,unknown
245498485,unknown
245498492,unknown
245775704,unknown
245775706,unknown
245140795,2
245866447,unknown
246053795,unknown
246053802,unknown
244716147,unknown
245751723,unknown
245751775,unknown
244315036,unknown
245762540,unknown
217484357,unknown
246208000,unknown
245251783,unknown
245296018,unknown
246058960,unknown
246058965,unknown
244772635,unknown
231239623,unknown
244304936,2
245715029,unknown
245737207,unknown
244716166,unknown
245276298,2
245241078,2
245241070,2
44327780,unknown
117673960,unknown
245169690,unknown
245420040,unknown
245791486,unknown
246391038,unknown
246170856,unknown
208292842,unknown
217217551,unknown
10982448,unknown
245195587,unknown
245195591,unknown
245428223,2
246309672,2
245208991,2
246235386,2
246367685,2
245221772,unknown
245351274,2
246087390,2
245781744,unknown
245781747,unknown
245286812,2
185744323,unknown
106934180,unknown
245288919,unknown
245803812,unknown
245440872,unknown
245476596,unknown
246107103,2
246317785,2
245771235,unknown
245425048,2
105937448,unknown
245157079,unknown
246002035,unknown
244660443,unknown
245778819,unknown
244703438,2
86223598,unknown
203003941,unknown
246059684,unknown
246059689,unknown
105937460,unknown
244662679,2
245284272,unknown
245498499,unknown
244299415,unknown
245331639,unknown
35999774,unknown
245428577,unknown
245427811,unknown
245262646,unknown
244715779,unknown
244679354,2
246046201,unknown
245340035,unknown
244662726,2
244279656,unknown
244722156,unknown
246419086,unknown
217126613,unknown
246096806,unknown
200675661,unknown
246419061,unknown
78548715,2
245470082,unknown
54649856,unknown
245231981,2
132151751,unknown
245241060,unknown
244715790,unknown
245770435,unknown
245971694,unknown
246421625,unknown
245723449,unknown
203606799,unknown
246146263,unknown
246122123,unknown
244311418,2
245425049,unknown
245725678,unknown
246417031,unknown
27951122,unknown
242279772,unknown
110825493,unknown
246113233,unknown
148443221,unknown
95017540,unknown
245407482,unknown
244302836,unknown
245414973,2
245153055,unknown
246045839,unknown
245228014,unknown
245774600,unknown
245774605,unknown
70972422,2
244801341,unknown
244801355,unknown
245730071,unknown
245730521,unknown
189779502,unknown
244688987,unknown
244689604,unknown
58479650,unknown
245465090,unknown
247448688,unknown
245498394,unknown
245771729,unknown
245771735,unknown
202483455,unknown
246406191,unknown
245776265,unknown
244712068,unknown
244712073,unknown
245781985,unknown
245407746,unknown
245245191,unknown
245287334,unknown
245198208,2
245768539,unknown
245768549,unknown
245753316,unknown
246042403,unknown
53090603,unknown
245872371,2
244679343,2
227919597,unknown
119416891,unknown
245165586,2
245149313,unknown
231851397,unknown
215701311,unknown
245818963,2
245867172,unknown
245297774,unknown
245139662,unknown
113893015,unknown
245469655,unknown
246088015,2
245231982,2
244680719,unknown
245789143,2
246053430,unknown
246053433,unknown
245237887,2
246074171,unknown
245425316,unknown
246320353,2
246049855,unknown
246049859,unknown
245251137,unknown
245358663,2
59052409,unknown
245252074,2
216908418,unknown
145499412,unknown
245153605,unknown
245493532,2
118097224,2
244666825,2
245422539,unknown
245483736,unknown
26157586,unknown
244790354,unknown
245157577,unknown
245157823,unknown
244688611,unknown
245210056,2
245766231,unknown
246403713,unknown
245406251,2
203003972,unknown
245151676,unknown
245724919,unknown
245791236,unknown
244344018,2
245969778,unknown
245475540,unknown
54633825,unknown
246407579,unknown
246406761,unknown
203003993,unknown
244688139,unknown
245479834,unknown
245791487,unknown
245734811,unknown
244678015,unknown
245199729,unknown
245418228,unknown
245241124,2
246213746,2
246052912,unknown
76202981,unknown
244383303,unknown
244680567,unknown
246041042,unknown
246041211,unknown
245811295,unknown
245295375,unknown
246371375,2
245764720,unknown
181295823,2
246383401,unknown
250208439,unknown
250226953,unknown
177222865,unknown
108776665,unknown
245431995,unknown
246357348,2
245245509,unknown
245216736,unknown
245732665,unknown
245732671,unknown
245765195,unknown
245765198,unknown
244715504,unknown
244715509,unknown
96750562,unknown
54824203,unknown
245426403,unknown
244284211,unknown
246061031,unknown
246062698,unknown
246062706,unknown
246989826,unknown
168644754,unknown
244715929,unknown
203605786,unknown
245151621,unknown
245216741,unknown
246096948,unknown
244372347,unknown
132191728,unknown
244684636,2
244798725,unknown
244275093,unknown
244662664,unknown
245294955,1
245424182,unknown
246348577,unknown
245717143,unknown
244355692,unknown
244377132,unknown
250229343,unknown
250229618,unknown
246420134,unknown
245215844,unknown
219818229,2
244372656,2
245165922,2
245759780,unknown
66238688,unknown
22449060,unknown
33973914,unknown
244679355,2
95963842,unknown
244770638,2
244770634,2
244306902,2
245363127,2
245317327,2
245317333,2
245268725,unknown
245268729,unknown
244716116,unknown
245787855,unknown
245777529,unknown
245777535,unknown
245416307,unknown
246145476,unknown
245217071,2
245201354,2
204059101,unknown
109727611,2
245160256,unknown
246117590,2
245758360,unknown
246170511,unknown
246170513,unknown
244712490,unknown
238599619,unknown
212231130,unknown
128676312,2
244699422,2
245256253,unknown
245734475,unknown
245237905,unknown
245763720,unknown
244771198,unknown
244714459,unknown
244714779,unknown
245288593,unknown
245762970,unknown
245295590,unknown
244300429,unknown
245333531,unknown
245391732,unknown
245773403,unknown
81962984,unknown
250226958,unknown
245469814,unknown
203606010,unknown
245288434,unknown
84362098,unknown
183697706,2
250223026,2
245943914,2
244363191,unknown
46286738,unknown
244373867,unknown
245364533,unknown
245432362,2
245732146,unknown
244677755,unknown
245773338,unknown
245216309,unknown
245739062,unknown
245261206,unknown
245774149,unknown
234760473,unknown
245724960,unknown
245155166,unknown
245155183,unknown
245440515,unknown
245316552,unknown
245154424,unknown
106225014,unknown
246041642,unknown
246038097,unknown
246038529,unknown
244770912,unknown
244770914,unknown
244771220,2
227205208,unknown
244736322,unknown
107355946,unknown
244744193,unknown
245196012,unknown
245867191,unknown
245297770,unknown
245151870,unknown
245992395,unknown
250222702,unknown
246049027,unknown
245163929,2
245269718,unknown
245195979,unknown
245764119,unknown
245764123,unknown
246064596,unknown
245278447,unknown
246406194,unknown
246406779,unknown
245244474,unknown
245198718,unknown
245198515,unknown
244660481,unknown
244660479,unknown
245214812,unknown
245774153,unknown
245774156,unknown
245203691,unknown
245159811,unknown
246402230,2
245773651,unknown
245269729,unknown
245426067,2
244797990,unknown
246139307,2
246178763,unknown
244313050,unknown
244744785,unknown
246078917,2
244696451,unknown
246156765,unknown
245717940,unknown
244666014,2
244715931,unknown
246401035,2
245766587,unknown
246146254,unknown
246386840,unknown
245924089,unknown
202898115,2
202971530,unknown
36944613,unknown
198676107,unknown
245747485,unknown
147027853,unknown
21957808,unknown
245769498,unknown
246061021,unknown
65388234,unknown
244808535,unknown
53541548,unknown
245717354,unknown
245153607,unknown
245206229,unknown
246407835,unknown
245772347,unknown
223100540,unknown
246043775,unknown
29777409,unknown
246405435,unknown
245765207,unknown
245179906,2
245198200,unknown
245768809,unknown
245768868,unknown
245778022,unknown
246053686,unknown
202483527,unknown
250228127,unknown
106596822,unknown
245245206,unknown
58487749,unknown
244353558,unknown
245244792,unknown
244342139,unknown
245476233,unknown
245786824,unknown
75647082,unknown
246060489,unknown
246060493,unknown
244373232,unknown
245468044,unknown
245468049,unknown
246059677,unknown
245751394,unknown
245751718,unknown
146650740,unknown
245154801,unknown
245441229,unknown
246050257,unknown
244374818,unknown
244280326,unknown
245151672,unknown
245743455,unknown
244702185,unknown
124589798,unknown
245314933,unknown
245426103,unknown
244660135,unknown
211569303,unknown
245179756,2
246068090,unknown
245812809,2
245410554,2
246367440,2
244300746,unknown
105937459,unknown
244353963,unknown
246142906,unknown
244332749,2
245190228,2
246059356,unknown
49288645,unknown
245984717,unknown
192352784,unknown
138920227,2
244679684,2
246103515,unknown
245270633,unknown
244799356,unknown
245344437,unknown
245344767,unknown
245718828,unknown
58484648,unknown
246377381,unknown
108676400,unknown
245420039,1
245426695,unknown
41666491,unknown
245499103,unknown
139790734,unknown
246188536,2
245834835,2
244278601,unknown
246471848,unknown
244715112,unknown
245152055,unknown
245724923,unknown
246374790,unknown
45116250,unknown
245725003,unknown
148087023,unknown
250226964,unknown
250226967,unknown
245244834,2
246118451,unknown
246409638,unknown
244679345,2
246098243,2
191547164,2
245420038,unknown
245152669,unknown
244680534,unknown
245861914,unknown
245867221,unknown
245202964,unknown
245170291,2
244683749,unknown
246106614,2
245426064,unknown
19109495,unknown
246404075,2
245471554,2
244302472,unknown
246059349,unknown
245737200,unknown
246387284,unknown
246030828,unknown
244703572,unknown
244703447,unknown
244684978,2
245750761,unknown
245750845,unknown
246049405,unknown
246049810,unknown
228276825,unknown
96656379,unknown
245150586,unknown
246049817,unknown
246217966,unknown
245179218,2
245179225,2
245427907,unknown
246421612,unknown
244793937,unknown
202485377,unknown
203607380,unknown
245773659,unknown
244358913,unknown
203605787,unknown
245405599,unknown
244678028,unknown
244678026,unknown
116627131,unknown
139464384,unknown
244793868,unknown
244793873,unknown
246037488,unknown
246037495,unknown
74317560,2
244688160,unknown
244716123,unknown
244716128,unknown
246061531,unknown
244302709,unknown
245779262,unknown
245297355,unknown
226999213,unknown
245216733,unknown
246055549,unknown
245341715,2
244359624,2
245427912,unknown
245427909,unknown
54633775,unknown
87827508,unknown
245775710,unknown
244696212,unknown
245765809,unknown
244700728,2
246187558,2
241732967,unknown
245770865,unknown
245771090,unknown
244361929,unknown
250214594,2
244308904,unknown
244377835,unknown
246052181,unknown
245407748,unknown
245426984,unknown
250223024,2
244716171,unknown
246058584,unknown
125481560,unknown
225370548,unknown
245716452,unknown
245771241,unknown
245771245,unknown
245241590,unknown
244676919,unknown
245770842,unknown
244691083,2
244693910,unknown
244375040,unknown
245715541,1
244712021,unknown
245316224,2
247573940,2
245328893,unknown
246478960,unknown
244802143,unknown
244802445,unknown
163736928,unknown
244366771,unknown
250226992,unknown
246045089,unknown
244663265,unknown
245169068,unknown
244294942,unknown
245463183,unknown
246121822,unknown
76253615,unknown
245429654,unknown
245429653,unknown
245269238,unknown
244351620,2
213821496,2
245831232,2
245139638,unknown
246153181,unknown
245439831,unknown
246058560,unknown
244715507,2
250208418,unknown
245152337,unknown
244297620,unknown
244679362,unknown
246353135,unknown
245423372,unknown
245202970,unknown
203609789,unknown
103956754,unknown
245774063,unknown
245774056,unknown
245411024,2
245411017,2
244305584,unknown
244370017,2
246379790,unknown
246030826,unknown
35699969,unknown
245439836,unknown
246041942,unknown
245427441,unknown
35178102,unknown
128117820,unknown
245729627,unknown
245729630,unknown
244301357,2
244714804,unknown
245713531,unknown
246096802,unknown
246132889,unknown
245792966,unknown
244794763,unknown
246815452,2
245867174,unknown
245154016,unknown
244792200,unknown
245217835,unknown
245425079,2
246419113,unknown
245214416,unknown
245214444,unknown
250228407,unknown
250228409,unknown
245773666,unknown
250216051,unknown
245223412,2
245828145,2
245295969,unknown
246049828,unknown
160533672,unknown
244684979,2
74081968,unknown
245390417,unknown
93213189,unknown
245498726,unknown
245779709,unknown
245826575,2
245827024,unknown
246161069,2
250227321,unknown
244306915,2
244688613,unknown
246153135,unknown
245244841,unknown
244315599,unknown
245782216,unknown
246049861,unknown
245208169,unknown
245243367,unknown
245245190,unknown
246158258,unknown
245211013,2
246379124,unknown
250213391,unknown
246060412,unknown
246060415,unknown
246280892,2
202597672,unknown
245735174,unknown
246088773,2
245410557,2
64472105,unknown
245759470,unknown
244767695,unknown
246041035,unknown
245732348,unknown
244680538,unknown
95969219,2
176072245,unknown
245747409,unknown
246277176,unknown
250223015,unknown
245334614,unknown
245391107,unknown
245482102,unknown
99205316,unknown
245255413,2
245795520,2
245333269,unknown
245333274,unknown
245993439,unknown
244315049,unknown
244687065,2
244688985,unknown
246140252,unknown
89210989,unknown
246061038,unknown
246061042,unknown
72872091,unknown
245501419,unknown
246048669,unknown
245440150,unknown
246053429,unknown
245762547,unknown
245762552,unknown
246122084,unknown
245338179,unknown
67220406,unknown
246048265,unknown
246048270,unknown
244771209,unknown
186222266,unknown
246060868,unknown
185426445,unknown
210769996,unknown
96746451,unknown
244696194,unknown
244298099,2
245430339,unknown
245786770,unknown
246072701,unknown
245925170,unknown
245158848,unknown
245158851,unknown
245424373,unknown
203605978,unknown
245168771,unknown
246049043,unknown
246049046,unknown
246419561,unknown
244385119,unknown
245166045,2
245763002,unknown
245251153,unknown
244794760,unknown
244306303,unknown
245725050,unknown
245725052,unknown
245150587,unknown
245827028,unknown
158850875,unknown
245209432,unknown
245203707,unknown
246416803,unknown
245823967,2
245158169,unknown
223658429,unknown
53723120,unknown
104122013,unknown
245770852,unknown
244741186,unknown
246391942,unknown
90165650,unknown
245334897,unknown
246016152,unknown
246095991,unknown
27557962,unknown
73803196,unknown
244688164,unknown
245231974,unknown
245463906,unknown
244342466,unknown
244278978,unknown
245424522,unknown
244677143,unknown
245251819,unknown
250228426,unknown
229108361,2
246060487,unknown
245372179,unknown
246156772,unknown
245341491,2
244715118,2
244683101,unknown
244686989,2
244681167,unknown
246056752,unknown
245488612,2
245871770,unknown
244679346,unknown
244716253,unknown
222774052,unknown
245453439,unknown
245249797,unknown
246056023,unknown
245358669,2
245425045,2
184950376,unknown
100537701,unknown
245767627,unknown
245767632,unknown
244681856,unknown
185164447,unknown
245761130,unknown
245761427,unknown
245186433,2
141093274,unknown
246373430,2
246373431,2
244715503,unknown
246391928,unknown
244694276,unknown
246153857,unknown
245500731,unknown
245426991,2
245426988,unknown
245818330,2
246419035,unknown
246392559,unknown
245139866,unknown
245297773,unknown
245199764,unknown
245246561,unknown
245441223,unknown
244302292,unknown
241488759,unknown
245781753,unknown
245245213,unknown
245717384,unknown
245774150,unknown
245774151,unknown
245371179,unknown
245746419,unknown
245746424,unknown
245425312,unknown
245333667,unknown
245319485,2
244713633,unknown
244327968,unknown
245414818,2
246403193,2
245747363,unknown
245781306,unknown
246097454,unknown
246097515,unknown
244683086,unknown
245241567,unknown
245775061,unknown
245244807,unknown
245481172,unknown
246132486,2
54565872,unknown
245199363,unknown
244798306,unknown
244702013,unknown
71503057,unknown
246113245,unknown
244713754,unknown
245737225,unknown
245256587,unknown
245344771,unknown
245716751,unknown
246114949,2
245213411,unknown
236846430,unknown
245275083,unknown
245188209,2
245760478,unknown
181736379,unknown
246110120,2
245355416,2
245369469,2
246058553,unknown
244714788,unknown
245826568,unknown
244298083,2
245399433,unknown
245793037,unknown
245205641,unknown
244714420,unknown
244714425,unknown
246057943,unknown
246057949,unknown
246378901,2
245789139,unknown
244352841,unknown
245479839,unknown
244713485,unknown
246058092,unknown
246058422,unknown
246111145,2
244660439,unknown
245384995,unknown
246136623,unknown
245194796,unknown
245431813,unknown
43287079,unknown
245405995,unknown
246048724,unknown
244681494,2
246057158,unknown
246057550,unknown
245168756,2
244662658,2
246691337,2
245744388,unknown
245744398,unknown
244712030,unknown
244712036,unknown
245424174,unknown
246112678,unknown
246120697,unknown
245200925,2
244351628,unknown
246410529,unknown
246062691,unknown
246062694,unknown
244712050,unknown
4174951,unknown
245150899,unknown
245265624,unknown
246460190,2
245154414,unknown
245734118,unknown
245734130,unknown
245424183,unknown
245774625,unknown
245319657,unknown
244808539,unknown
50326041,unknown
245153532,unknown
244279302,unknown
246054704,unknown
246054708,unknown
203606077,unknown
244693721,unknown
245429661,unknown
245268732,unknown
245867240,unknown
245426061,unknown
244795214,unknown
244795222,unknown
244298075,unknown
202086547,unknown
245721894,unknown
244695477,unknown
244698090,2
245985859,2
245236436,2
244342148,unknown
245287083,2
245176357,2
246098341,2
232454544,unknown
244716129,unknown
229022183,unknown
203608264,unknown
245406561,unknown
246047949,unknown
244298328,unknown
244736727,unknown
245731303,unknown
246125516,unknown
245724926,unknown
246044390,unknown
245397206,2
245241726,unknown
245238604,unknown
202981684,2
113598783,unknown
245772228,unknown
244287244,2
64292283,unknown
244359401,unknown
187666116,2
245284624,2
245502784,unknown
245502821,unknown
244699450,unknown
245411340,2
245481180,unknown
214467718,2
244680507,unknown
244683747,unknown
245196167,unknown
245238265,2
244312772,unknown
245776763,unknown
250213420,unknown
184900903,unknown
245418630,unknown
246119026,unknown
244659888,unknown
245971086,2
244378227,unknown
245168781,unknown
245288898,unknown
236728257,unknown
245467444,unknown
244684624,unknown
66237981,unknown
245782183,unknown
246044432,unknown
245488034,2
245328468,unknown
244315831,unknown
244688977,2
245348428,2
245479827,unknown
245797435,2
245797434,unknown
245474664,unknown
245407542,unknown
69039448,unknown
250212515,unknown
247299367,unknown
245382922,2
245441240,unknown
245257627,2
245164179,unknown
245165946,2
245425555,unknown
244279978,unknown
245297376,unknown
245867216,unknown
245762088,unknown
245825687,2
245826026,unknown
245415622,unknown
244677458,unknown
244677456,unknown
245429712,unknown
245427797,unknown
244309926,2
245747379,unknown
246042610,unknown
200714990,unknown
245251490,unknown
245406515,unknown
246116372,2
245248598,2
245755581,unknown
245755602,unknown
244315804,unknown
246390846,unknown
246121140,unknown
245386472,unknown
244680720,unknown
246384741,unknown
245391810,unknown
245221615,2
244792874,unknown
244793189,unknown
245170670,2
245170659,2
233893865,unknown
244294963,unknown
244304624,unknown
244676646,unknown
245502822,unknown
242423450,unknown
173360106,unknown
245417347,unknown
245742865,unknown
245742874,unknown
245251860,unknown
245267719,2
245369891,2
245777554,unknown
245156133,unknown
244384329,unknown
245826024,2
245811294,2
245811136,2
105937241,unknown
246378346,2
246047492,unknown
245768593,unknown
244790338,unknown
245274117,unknown
246403435,2
154505924,unknown
244384003,unknown
203606948,unknown
244796521,unknown
244796467,unknown
244295223,unknown
245427452,2
245252061,unknown
182697562,unknown
245228776,unknown
246392622,unknown
245214132,unknown
244688672,unknown
244716134,unknown
245480722,unknown
245208039,unknown
244286948,2
245241002,2
244725334,unknown
245163947,unknown
245165595,2
245767623,unknown
246382855,unknown
246423080,unknown
245500734,unknown
245468058,unknown
245468062,unknown
246104404,unknown
246158569,unknown
244301979,unknown
245415615,unknown
250022974,unknown
244278259,unknown
244315536,2
245196494,unknown
245968118,unknown
230690140,unknown
246156734,unknown
244300211,unknown
246107146,unknown
245371242,2
246044402,unknown
147343303,unknown
105937510,unknown
247572531,2
245429665,unknown
245244077,2
245251856,unknown
246147243,unknown
244364033,unknown
245265356,2
245200931,2
244688172,unknown
244372042,unknown
244372309,unknown
184436442,unknown
245749336,unknown
245749447,unknown
245775250,unknown
245775256,unknown
245209230,unknown
246387326,2
246339604,2
244798312,unknown
132008514,unknown
245738725,unknown
245738728,unknown
184615335,unknown
244790876,2
245284615,2
245413206,2
246086679,2
246187570,2
244281812,unknown
245344183,unknown
245339768,unknown
245764714,unknown
244315327,unknown
245371617,unknown
153725867,unknown
196214476,unknown
246176704,unknown
246176712,unknown
245721922,unknown
245721918,unknown
246138168,unknown
245875115,unknown
244693936,2
52377499,unknown
245777660,unknown
244695059,unknown
244279336,unknown
246044427,unknown
246044429,unknown
246097175,unknown
245214808,unknown
245155859,unknown
183842793,unknown
246172645,unknown
246172650,unknown
246392534,unknown
246392535,unknown
246418117,unknown
245297745,unknown
245756367,unknown
245475655,unknown
245476237,unknown
245157298,unknown
245244825,unknown
244659840,unknown
245151616,unknown
245329065,unknown
245424162,unknown
245759775,unknown
244792204,unknown
245735781,unknown
245194223,2
245444334,unknown
244309744,2
250213833,2
245471355,unknown
246117789,2
245750538,unknown
245750753,unknown
245425043,unknown
245474655,unknown
245731640,unknown
244800589,unknown
246045495,unknown
245774853,unknown
245760686,unknown
245767710,unknown
245768057,unknown
245730561,unknown
245730880,unknown
245302358,2
244279646,unknown
245239139,unknown
245417321,unknown
245170658,2
246142178,unknown
245430341,unknown
245295987,unknown
244659855,unknown
246140892,2
222255627,unknown
246048663,unknown
244686978,unknown
244682779,unknown
245760849,unknown
245760854,unknown
117797405,unknown
245475635,unknown
245475640,unknown
244344654,unknown
245333910,unknown
245472975,2
245498387,unknown
245157831,unknown
245157843,unknown
105937512,unknown
27742555,1
245773662,unknown
245777519,unknown
245827421,unknown
245241064,unknown
245258388,unknown
245381647,unknown
245718407,unknown
245159149,unknown
246112296,unknown
247606609,unknown
244778566,unknown
246061856,unknown
245725054,unknown
245725056,unknown
245240480,2
245251869,unknown
245760726,unknown
245760844,unknown
246217546,2
245491870,2
244338485,2
245243917,unknown
246144552,unknown
246391064,unknown
245431806,unknown
246408717,2
246037705,unknown
245286995,2
246149106,2
245724992,unknown
246058538,unknown
246171250,unknown
246171340,unknown
246268407,2
245441226,unknown
245428861,unknown
245240416,2
245731288,unknown
105937222,unknown
245316851,2
245358586,unknown
245208600,2
244312783,unknown
59448368,unknown
246383774,2
246307737,unknown
244712043,unknown
245417437,unknown
246390599,2
246046484,unknown
246046488,unknown
245349004,2
246958235,2
247583955,2
202484986,unknown
245209233,2
245758989,unknown
246381248,2
250048548,unknown
244776241,unknown
244294946,unknown
246379964,unknown
245316587,unknown
31417414,unknown
245241107,unknown
244690758,unknown
202482931,unknown
245224458,2
245736986,unknown
245736992,unknown
244798293,unknown
244712026,unknown
245774358,unknown
245724943,unknown
245329078,unknown
183887298,unknown
246119498,unknown
244316745,2
245236434,unknown
244792571,unknown
244681563,2
245740547,unknown
246419103,unknown
245968562,2
250209296,2
246059700,unknown
246059703,unknown
246052281,unknown
245479567,unknown
250207983,unknown
244688627,unknown
245224595,2
246402549,2
181957624,unknown
245750173,unknown
245781300,unknown
245768876,unknown
245769132,unknown
85216458,unknown
245243354,unknown
246078960,2
245339063,unknown
246079375,2
245228459,unknown
245155547,unknown
245155549,unknown
245503150,unknown
244354907,unknown
54828671,unknown
246381996,unknown
245391459,unknown
245468847,unknown
245468862,unknown
246401630,unknown
245252458,unknown
246145015,unknown
244795235,unknown
244374728,unknown
244278607,unknown
246136851,unknown
244310232,2
245512884,unknown
244350036,unknown
215265480,unknown
245481533,unknown
245146113,1
244366154,2
246046231,unknown
244301348,unknown
203544371,unknown
20101548,unknown
244660096,unknown
245873485,unknown
245786830,unknown
244688161,unknown
245759483,unknown
245213098,unknown
245213118,unknown
128710633,2
245721938,unknown
245474675,2
244287538,unknown
246039659,unknown
232159075,unknown
246045486,unknown
122326,2
245424375,2
245411348,2
245411353,2
244802767,unknown
245208988,2
238898917,unknown
245351396,2
245860415,unknown
244802785,unknown
244684622,2
246058075,unknown
244306299,unknown
245427903,unknown
246379105,unknown
246041946,unknown
245771875,unknown
245424812,unknown
245288433,2
58470523,unknown
245760677,unknown
245760681,unknown
245751323,unknown
245862562,unknown
245867227,unknown
245433833,2
239631707,unknown
244308884,unknown
245758999,unknown
244299412,unknown
171946141,2
244280886,unknown
245724931,unknown
245724930,unknown
202971560,unknown
218930888,unknown
244678012,unknown
244363200,unknown
246374800,unknown
244693269,unknown
245430594,2
244779328,unknown
244799979,unknown
244800339,unknown
245411345,unknown
244712003,unknown
245408016,unknown
244281834,unknown
245831204,2
245831212,2
245389991,unknown
244796050,unknown
244796042,unknown
245771253,unknown
245771261,unknown
245409637,unknown
247776560,unknown
245200284,2
246086774,unknown
244362106,2
244362195,unknown
246033062,2
244660446,unknown
628769,unknown
202971551,unknown
246062394,unknown
245250453,unknown
245377598,2
244770345,2
246152456,2
230642682,unknown
246143335,unknown
245861932,unknown
246055544,unknown
203977390,unknown
245149668,unknown
245476786,unknown
244374047,unknown
244374051,unknown
245243928,2
146635413,unknown
245774078,unknown
245151625,unknown
162874727,unknown
244338347,unknown
246407436,unknown
246059379,unknown
245240471,2
245140925,2
245482118,unknown
246089457,2
245782188,unknown
245244784,unknown
245748841,unknown
245402487,unknown
245428230,unknown
244659899,unknown
245221723,2
186065458,unknown
245835888,2
245835895,2
245757095,unknown
245757129,unknown
244279644,unknown
245830451,2
23358674,unknown
245754127,unknown
246276243,2
245339050,unknown
244713003,unknown
244796956,unknown
233686496,unknown
244798714,unknown
245435120,unknown
246989828,unknown
244714428,unknown
245731613,unknown
245731631,unknown
105937502,unknown
244315837,unknown
244696199,2
245732162,unknown
245732167,unknown
245336857,unknown
250224078,unknown
245771718,unknown
245329077,unknown
246393285,2
245850750,unknown
95767742,unknown
244306283,2
250207731,2
203606725,unknown
245408540,unknown
245286992,2
245482121,unknown
250211244,unknown
244303998,2
245479561,unknown
245208332,unknown
244730263,unknown
183259137,2
246059747,unknown
244291845,2
246350735,unknown
245241719,unknown
245165196,unknown
245165932,2
245303975,2
250210785,2
60833381,2
245357186,2
244682771,unknown
112533382,unknown
245374258,unknown
244343303,unknown
244318342,2
246055562,unknown
245757133,unknown
245714322,2
244377395,unknown
244370398,unknown
245179117,2
245861925,unknown
246053786,unknown
189310400,unknown
246079343,2
85438789,unknown
245753830,unknown
245966687,2
245361776,2
245251155,unknown
246356909,unknown
246395055,2
244712010,unknown
246041635,unknown
244681582,2
117787100,2
244660136,unknown
244687072,unknown
244693888,unknown
245476212,unknown
244802454,unknown
73768269,unknown
244309707,unknown
244309713,unknown
246062078,unknown
245778057,unknown
245776751,unknown
244662666,2
244674932,unknown
246153153,unknown
245834446,2
245834841,unknown
245748301,unknown
245468867,unknown
202175842,unknown
246935260,unknown
245406829,unknown
246989829,unknown
246042995,unknown
245168777,unknown
244659889,unknown
246055188,unknown
246055191,unknown
246166641,unknown
246392327,unknown
245424764,unknown
203605797,unknown
245476230,unknown
163956985,unknown
245482107,unknown
250211231,unknown
28019606,2
245334960,unknown
196783107,2
246110772,unknown
245428141,unknown
246044407,unknown
245509030,unknown
246111883,2
181317357,unknown
110818526,unknown
246071612,2
208207903,unknown
245221948,unknown
244311450,unknown
247145477,unknown
244302601,unknown
245731308,unknown
246075414,unknown
244281177,unknown
244301717,unknown
246037466,unknown
245414244,unknown
202482975,unknown
250228123,unknown
250228395,unknown
